Sample_ID,Valid_Length,RMSD_Angstroms,Full_dRMSD,Helix_dRMSD,Sheet_dRMSD,GDT_TS,TM_Score,Q3_Accuracy,Top-L/2_Prec
0,20,3.9975,1.8249,0.1324,nan,0.4625,0.0530,0.5500,nan
1,17,0.9936,0.4787,0.0943,nan,0.8971,0.3902,0.4706,nan
2,20,6.4696,4.0177,0.0595,nan,0.3250,0.0152,0.3000,nan
3,20,3.8495,2.1351,0.6497,nan,0.5250,0.0703,0.4500,nan
4,16,7.4523,5.9297,nan,nan,0.3594,0.0324,0.1875,nan
5,20,9.4361,5.8065,nan,nan,0.2625,0.0205,0.4000,nan
6,20,3.0215,0.9424,0.1047,nan,0.6375,0.0856,0.4000,nan
7,15,5.5930,4.0058,0.6258,nan,0.3167,0.0000,0.4000,nan
8,15,0.3929,0.1897,0.1897,nan,1.0000,0.0000,1.0000,nan
9,19,2.4247,1.5211,0.4793,nan,0.7368,0.1864,0.5789,nan
10,20,4.6401,2.4141,nan,nan,0.4125,0.0311,0.0000,nan
11,20,4.7683,2.7614,nan,nan,0.3750,0.0224,0.5000,nan
12,20,6.7713,3.8445,1.1132,nan,0.2500,0.0092,0.3500,nan
13,20,7.2450,4.3402,nan,nan,0.2875,0.0302,0.4000,nan
14,20,4.7823,1.3970,0.8183,nan,0.3875,0.0220,0.2000,nan
15,17,1.6232,0.4815,0.1489,nan,0.8235,0.2409,0.7059,nan
16,20,12.2452,8.1683,nan,0.1080,0.0750,0.0036,0.5000,nan
17,20,5.6746,2.3658,nan,0.7882,0.3625,0.0297,0.5000,nan
18,19,9.8074,4.5832,nan,nan,0.2237,0.0097,0.3158,nan
19,19,3.2794,1.9483,nan,2.0829,0.5132,0.0452,0.6842,nan
20,20,3.9756,1.5066,0.1006,nan,0.4500,0.0489,0.4000,nan
21,20,5.9458,2.1362,nan,nan,0.2750,0.0152,0.0500,nan
22,20,5.5094,2.7442,0.9120,nan,0.3125,0.0152,0.4000,nan
23,20,6.4631,4.2234,nan,0.3174,0.2875,0.0155,0.0000,nan
24,20,9.1331,5.9592,nan,nan,0.2125,0.0114,0.2000,nan
25,20,3.4477,0.9372,0.3198,nan,0.5625,0.0860,0.7000,nan
26,19,1.3547,0.7727,0.1378,nan,0.7895,0.1920,0.4737,nan
27,20,1.8290,0.9206,0.1882,nan,0.7750,0.1884,0.5500,nan
28,20,5.5592,2.6839,nan,nan,0.3125,0.0155,0.0000,nan
29,20,4.3424,1.1604,0.4726,nan,0.4625,0.0373,0.6000,nan
30,20,4.5563,1.7760,0.5825,nan,0.4000,0.0347,0.4500,nan
31,20,4.1459,2.1621,0.2874,nan,0.4125,0.0253,0.5500,nan
32,20,7.0201,3.1994,0.2480,nan,0.2750,0.0103,0.4000,nan
33,20,9.5507,5.2967,nan,nan,0.0875,0.0039,0.0000,nan
34,20,6.8938,5.4197,0.9225,nan,0.2500,0.0184,0.2500,nan
35,20,8.7268,6.5307,nan,0.2375,0.1500,0.0056,0.2500,nan
36,20,2.9397,1.5484,nan,nan,0.5125,0.0477,0.3500,nan
37,19,1.1548,0.2714,0.1175,nan,0.9342,0.5272,0.8421,nan
38,17,1.6626,0.7149,nan,nan,0.7941,0.1710,0.5882,nan
39,15,2.4636,0.9771,nan,0.2311,0.6000,0.0000,0.5333,nan
40,20,0.5330,0.1422,0.1390,nan,1.0000,0.5242,0.8500,nan
41,15,1.2799,0.3357,nan,nan,0.8333,0.0000,1.0000,nan
42,20,4.1598,2.0200,nan,nan,0.4000,0.0282,0.1000,nan
43,20,4.8946,2.1516,0.7005,nan,0.3875,0.0385,0.4000,nan
44,20,4.3282,1.8248,0.1796,nan,0.4375,0.0490,0.5000,nan
45,20,4.7540,1.5638,0.7251,nan,0.3750,0.0240,0.6000,nan
46,20,7.5332,6.2601,3.3539,nan,0.2000,0.0114,0.2000,nan
47,15,2.0491,0.9207,0.0952,nan,0.8167,0.0000,0.7333,nan
48,20,3.7799,1.4470,1.2692,nan,0.4750,0.0538,0.6000,nan
49,18,6.1476,5.0305,nan,nan,0.2361,0.0110,0.0000,nan
50,16,5.7222,3.9885,nan,nan,0.3125,0.0141,0.0625,nan
51,20,1.4003,0.8618,0.1437,nan,0.8000,0.1999,0.2500,nan
52,20,0.7803,0.4647,0.1130,nan,0.9375,0.5945,0.7500,nan
53,20,2.1025,1.1593,0.4239,nan,0.7375,0.1531,0.6000,nan
54,20,5.7409,3.6613,nan,nan,0.3000,0.0124,0.1000,nan
55,19,2.1195,0.8285,0.3523,nan,0.7105,0.1177,0.6842,nan
56,20,3.8082,1.3107,nan,nan,0.5000,0.0588,0.0000,nan
57,15,0.4074,0.1581,0.1419,nan,1.0000,0.0000,0.8667,nan
58,20,7.1659,3.7515,nan,nan,0.2125,0.0101,0.3000,nan
59,16,0.7747,0.3596,0.2413,nan,0.9531,0.3992,0.7500,nan
60,20,5.1979,2.3188,0.8335,nan,0.3375,0.0246,0.5500,nan
61,20,5.5579,2.8588,0.4643,nan,0.3375,0.0297,0.4000,nan
62,20,5.2334,2.5822,nan,nan,0.3375,0.0167,0.2000,nan
63,20,7.8941,6.7482,nan,nan,0.2000,0.0078,0.0000,nan
64,20,4.6461,1.5630,0.8793,nan,0.3750,0.0208,0.4500,nan
65,20,1.7279,0.7176,0.1812,nan,0.7875,0.1309,0.4000,nan
66,16,4.8641,1.9181,nan,nan,0.4062,0.0272,0.0625,nan
67,19,7.8591,4.4544,nan,nan,0.2500,0.0169,0.1579,nan
68,15,1.7890,0.9213,0.8995,nan,0.7333,0.0000,0.9333,nan
69,20,8.1498,5.5475,nan,nan,0.2000,0.0163,0.0000,nan
70,19,2.9436,0.6528,0.2433,nan,0.6447,0.1415,0.7368,nan
71,21,2.7163,0.8904,nan,nan,0.6310,0.1267,0.4762,nan
72,21,12.6629,10.8107,nan,nan,0.1071,0.0068,0.0476,nan
73,21,2.6612,0.8208,0.6342,nan,0.7024,0.1522,0.8095,nan
74,20,4.0069,2.2454,0.2316,nan,0.4125,0.0336,0.5000,nan
75,21,8.0545,5.0341,2.0102,nan,0.2381,0.0088,0.0000,nan
76,17,5.9756,3.1149,nan,nan,0.2647,0.0102,0.1765,nan
77,20,0.8943,0.3091,0.2532,nan,0.9375,0.3521,0.8500,nan
78,18,0.7868,0.2985,0.1648,nan,0.9722,0.4389,0.8333,nan
79,18,0.3871,0.1693,0.0937,nan,1.0000,0.7622,0.8889,nan
80,21,4.1743,1.9544,nan,nan,0.4286,0.0264,0.0952,nan
81,21,11.4914,7.1753,nan,0.1377,0.1667,0.0082,0.6190,nan
82,21,5.0273,2.9838,nan,nan,0.3452,0.0185,0.2857,nan
83,21,6.7765,3.2098,nan,nan,0.2500,0.0134,0.1905,nan
84,21,5.5288,2.2277,0.2653,nan,0.3095,0.0161,0.2857,nan
85,16,1.1161,0.7062,0.7062,nan,0.9062,0.2580,1.0000,nan
86,21,2.0983,0.7459,0.4818,nan,0.6429,0.0884,0.7143,nan
87,21,12.7493,9.0641,nan,nan,0.0238,0.0028,0.4286,nan
88,21,6.7182,3.2320,1.0811,nan,0.2976,0.0270,0.7619,nan
89,21,3.2405,1.3290,0.4466,nan,0.5952,0.0894,0.7619,nan
90,20,12.0225,6.1645,0.1656,nan,0.1000,0.0056,0.0500,nan
91,21,10.8596,6.3395,nan,0.8211,0.2381,0.0088,0.3333,nan
92,21,5.4216,2.3756,nan,0.2604,0.3690,0.0398,0.7143,nan
93,21,8.1311,8.3680,3.3534,nan,0.1905,0.0121,0.2857,nan
94,16,1.9225,0.8834,0.8040,nan,0.6562,0.1071,0.8750,nan
95,21,3.8096,2.1720,0.2276,nan,0.4881,0.0562,0.3810,nan
96,16,3.7367,1.5089,0.2219,nan,0.4688,0.0496,0.7500,nan
97,21,3.9936,1.6308,nan,0.4286,0.4643,0.0401,0.7619,nan
98,21,5.5778,3.4946,nan,nan,0.2857,0.0114,0.1429,nan
99,20,1.5522,0.3562,0.1674,nan,0.9250,0.4388,0.9000,nan
100,19,3.7486,1.7749,0.0937,nan,0.4342,0.0394,0.3158,nan
101,20,4.5444,1.5580,nan,nan,0.3875,0.0266,0.2500,nan
102,21,1.5727,0.7409,0.1478,nan,0.7857,0.1554,0.7143,nan
103,18,5.7099,2.9363,nan,0.3836,0.3889,0.0299,0.3889,nan
104,18,1.4890,0.5631,nan,nan,0.7639,0.1642,0.6111,nan
105,21,2.1051,1.2239,nan,nan,0.6548,0.0815,0.1905,nan
106,21,11.0116,6.6574,0.2985,nan,0.1786,0.0091,0.3810,nan
107,21,1.7597,0.7445,0.1227,nan,0.9524,0.4315,0.7619,nan
108,21,0.5266,0.1837,0.1001,nan,0.9881,0.6506,0.8095,nan
109,21,0.6179,0.3109,0.1641,nan,0.9881,0.4994,0.4762,nan
110,21,4.6872,1.1095,0.1432,1.5227,0.4643,0.0696,0.6190,nan
111,21,2.6927,0.7070,0.0901,nan,0.6310,0.1197,0.7619,nan
112,15,1.7040,0.4654,0.0902,nan,0.9333,0.0000,0.8667,nan
113,21,7.4584,5.5322,nan,nan,0.2143,0.0086,0.0000,nan
114,21,7.8593,7.2918,0.0786,3.4164,0.1667,0.0110,0.1905,nan
115,21,0.9519,0.2711,0.1952,nan,0.9405,0.3740,0.8095,nan
116,15,1.2646,0.4795,0.1292,nan,0.9333,0.0000,0.8667,nan
117,17,0.4746,0.2476,0.2259,nan,0.9853,0.6147,0.9412,nan
118,16,4.5595,1.8717,1.8717,nan,0.3750,0.0227,1.0000,nan
119,21,3.6083,2.0952,0.0848,nan,0.5833,0.0586,0.3810,nan
120,21,2.6517,0.9830,nan,0.1555,0.5833,0.1005,0.3810,nan
121,21,10.7023,6.5358,nan,nan,0.2143,0.0138,0.0952,nan
122,21,0.7219,0.3464,0.3041,nan,0.9524,0.4800,0.9048,nan
123,21,1.1017,0.5678,0.5446,nan,0.9048,0.3817,0.9048,nan
124,21,5.6731,2.4003,nan,nan,0.3214,0.0229,0.4286,nan
125,21,10.1531,6.2809,0.0357,nan,0.2143,0.0092,0.2381,nan
126,21,5.9095,2.5984,0.6537,nan,0.2738,0.0117,0.2381,nan
127,21,10.1861,6.9911,nan,nan,0.1310,0.0080,0.4286,nan
128,21,3.1191,0.9883,0.2405,nan,0.5595,0.0710,0.6667,nan
129,21,6.1762,1.9490,nan,nan,0.2976,0.0182,0.1905,nan
130,21,1.2233,0.6925,0.2353,0.0924,0.8690,0.2935,0.7143,nan
131,18,9.0652,4.6355,nan,0.8828,0.1389,0.0064,0.0000,nan
132,21,8.5563,4.9706,nan,nan,0.1786,0.0069,0.2857,nan
133,20,3.1408,1.0099,0.2628,nan,0.5250,0.0508,0.7500,nan
134,20,3.3836,2.2376,0.3892,nan,0.4875,0.0422,0.7000,nan
135,21,3.9243,1.1072,0.2218,nan,0.4405,0.0418,0.2857,nan
136,16,0.1982,0.0735,0.0735,nan,1.0000,0.8717,1.0000,nan
137,17,1.2449,0.4423,0.3122,nan,0.8971,0.2886,0.8824,nan
138,17,2.0864,1.2280,0.0937,nan,0.6618,0.0940,0.5882,nan
139,17,3.6430,0.8729,nan,nan,0.4853,0.0417,0.4118,nan
140,17,5.0428,2.4463,nan,nan,0.3529,0.0147,0.0000,nan
141,22,11.0264,5.4036,nan,0.2073,0.1591,0.0086,0.5455,nan
142,18,0.8977,0.3754,0.3754,nan,0.9444,0.3171,1.0000,nan
143,22,2.4786,1.3412,0.2687,nan,0.6591,0.1413,0.5000,nan
144,22,7.6376,4.6106,nan,nan,0.2045,0.0122,0.4091,nan
145,21,6.4343,3.0838,0.1160,nan,0.2738,0.0101,0.3333,nan
146,22,3.9994,1.5291,0.3102,nan,0.4545,0.0776,0.6818,nan
147,22,3.4234,0.7481,0.1720,nan,0.6023,0.1130,0.5909,nan
148,22,3.5608,1.0490,0.6106,nan,0.5341,0.0709,0.8182,nan
149,17,3.3873,1.1939,0.8647,nan,0.5735,0.0845,0.8824,nan
150,16,4.9594,4.1621,1.8748,nan,0.3594,0.0186,0.1250,nan
151,18,3.8441,1.3572,nan,nan,0.4444,0.0341,0.1667,nan
152,22,12.3446,5.9658,nan,0.5748,0.0795,0.0039,0.6818,nan
153,17,3.5121,1.3279,0.1646,nan,0.4559,0.0393,0.5882,nan
154,17,1.6696,1.0188,0.3512,nan,0.7353,0.1390,0.8824,nan
155,22,11.4766,10.9560,1.5146,nan,0.1250,0.0068,0.0000,nan
156,22,5.6199,2.9413,nan,nan,0.3182,0.0356,0.0909,nan
157,22,0.8907,0.3402,0.2954,nan,0.9432,0.4140,0.8182,nan
158,22,5.1045,2.8799,0.2068,nan,0.3295,0.0221,0.2727,nan
159,22,1.0536,0.4911,0.0565,nan,0.8864,0.3316,0.6818,nan
160,22,3.2009,0.4637,0.1015,nan,0.6477,0.1685,0.7727,nan
161,15,0.5223,0.1631,0.1631,nan,0.9833,0.0000,1.0000,nan
162,15,0.6196,0.2845,0.1981,nan,0.9833,0.0000,0.9333,nan
163,22,6.0790,3.7245,nan,0.3052,0.2500,0.0141,0.3182,nan
164,22,6.0182,3.5606,2.1097,nan,0.2955,0.0261,0.2273,nan
165,15,1.2411,0.4775,0.4585,nan,0.8500,0.0000,0.8667,nan
166,18,6.7076,3.1034,0.1317,nan,0.2639,0.0113,0.3889,nan
167,17,0.7765,0.3757,0.1661,nan,0.9706,0.6189,0.8824,nan
168,22,1.1939,0.6421,0.5331,nan,0.8977,0.3064,0.9091,nan
169,22,4.6071,2.2153,0.3652,nan,0.3977,0.0292,0.7273,nan
170,19,1.4945,0.4429,0.1653,nan,0.9211,0.4347,0.8421,nan
171,20,8.7263,5.4571,nan,nan,0.1750,0.0058,0.2000,nan
172,21,7.1871,5.2168,nan,nan,0.2619,0.0164,0.0476,nan
173,17,9.2607,8.3222,nan,nan,0.1765,0.0091,0.0000,nan
174,22,7.0356,2.3823,nan,nan,0.2386,0.0114,0.2727,nan
175,22,4.1067,2.1822,nan,nan,0.4545,0.0532,0.2727,nan
176,22,3.5269,2.5705,nan,nan,0.4545,0.0410,0.1818,nan
177,17,4.4341,1.2799,0.1902,nan,0.4559,0.0447,0.4706,nan
178,17,1.3878,0.5759,0.5759,nan,0.8676,0.3565,1.0000,nan
179,17,4.5447,1.6006,0.1100,nan,0.4118,0.0272,0.6471,nan
180,22,7.8400,6.7018,nan,nan,0.2045,0.0105,0.1364,nan
181,17,6.6709,4.7218,1.6241,nan,0.2500,0.0106,0.2353,nan
182,22,7.9647,4.5068,nan,nan,0.2045,0.0089,0.0909,nan
183,22,4.6569,2.4820,nan,nan,0.3977,0.0336,0.3182,nan
184,22,4.4012,2.4669,0.2056,nan,0.4318,0.0521,0.3636,nan
185,22,3.8955,1.4244,0.1964,nan,0.5114,0.0701,0.7727,nan
186,22,4.3116,1.2661,0.1644,nan,0.4545,0.0588,0.5909,nan
187,22,2.1718,0.6575,0.6272,nan,0.7841,0.2809,0.7273,nan
188,22,13.1283,5.9322,nan,0.3476,0.0682,0.0042,0.5909,nan
189,22,3.5574,1.3700,0.5698,nan,0.4545,0.0452,0.6364,nan
190,21,8.6607,5.5750,1.3125,nan,0.1310,0.0049,0.1429,nan
191,22,13.3588,13.4482,0.9873,nan,0.0909,0.0051,0.2273,nan
192,16,4.6725,3.1940,nan,nan,0.3750,0.0225,0.1250,nan
193,22,1.0782,0.6912,0.2569,nan,0.8977,0.3387,0.7273,nan
194,16,1.4373,0.8811,0.1599,nan,0.8750,0.2783,0.6250,nan
195,23,1.5294,0.6367,0.3472,nan,0.8370,0.3328,0.7826,nan
196,23,2.6085,0.9745,0.1671,nan,0.6304,0.1620,0.6522,nan
197,15,2.2252,0.7916,0.2975,nan,0.6333,0.0000,0.8667,nan
198,21,6.8607,4.3512,nan,0.4452,0.2738,0.0144,0.3810,nan
199,23,0.7238,0.4158,0.3476,nan,0.9783,0.5637,0.9130,nan
200,23,4.8097,1.5275,0.0902,0.3550,0.3478,0.0397,0.2609,nan
201,23,2.8730,0.9656,0.4061,nan,0.6196,0.1394,0.7391,nan
202,23,0.6905,0.5140,0.4969,nan,0.9783,0.5494,0.9565,nan
203,23,2.3255,0.8194,0.1834,nan,0.7174,0.2228,0.6087,nan
204,15,3.7411,2.7355,nan,nan,0.4333,0.0000,0.4000,nan
205,18,7.2227,4.8885,0.0992,nan,0.2500,0.0132,0.7778,nan
206,18,12.2733,9.7817,0.5713,nan,0.1250,0.0040,0.5556,nan
207,23,4.6100,1.3804,0.1915,nan,0.4022,0.0560,0.5217,nan
208,23,4.4502,1.9568,0.1338,nan,0.4130,0.0529,0.3913,nan
209,23,4.3461,2.0649,0.2046,nan,0.4239,0.0467,0.7391,nan
210,23,2.5585,0.5017,0.2621,nan,0.7717,0.3070,0.7391,nan
211,23,1.1150,0.4324,0.3103,nan,0.8804,0.4013,0.8261,nan
212,23,5.7807,3.5046,0.5657,nan,0.3587,0.0559,0.1304,nan
213,18,7.5688,4.2042,nan,nan,0.2222,0.0125,0.1667,nan
214,23,5.7355,1.2887,0.2075,nan,0.3043,0.0365,0.5652,nan
215,18,4.4886,2.1882,0.2723,nan,0.4722,0.0575,0.6667,nan
216,17,6.4188,2.9718,1.7492,nan,0.3088,0.0484,0.1176,nan
217,23,4.3229,1.9923,nan,nan,0.4348,0.0736,0.5217,nan
218,22,0.5883,0.2461,0.2226,nan,0.9886,0.6094,0.8636,nan
219,23,6.3424,3.7811,nan,nan,0.2500,0.0223,0.0870,nan
220,23,0.5026,0.2323,0.2319,nan,1.0000,0.6734,0.8696,nan
221,18,2.4403,1.4193,0.1039,nan,0.6806,0.1606,0.4444,nan
222,19,0.3193,0.1304,0.1304,nan,1.0000,0.7335,1.0000,nan
223,23,2.0553,0.9222,0.0630,0.1276,0.7065,0.1914,0.7391,nan
224,23,1.7810,0.4586,0.3209,nan,0.8370,0.3287,0.9130,nan
225,23,3.5779,1.0146,0.3578,nan,0.5109,0.0729,0.5217,nan
226,23,17.3656,15.2366,2.8076,nan,0.0652,0.0049,0.0000,nan
227,15,4.4399,2.6883,nan,nan,0.4000,0.0000,0.1333,nan
228,23,6.6893,2.9277,0.3363,nan,0.2935,0.0334,0.7391,nan
229,18,0.7109,0.3397,0.3397,nan,0.9722,0.4211,1.0000,nan
230,23,4.8069,1.1492,0.3211,nan,0.4348,0.0675,0.4783,nan
231,23,2.6370,0.9206,0.1110,nan,0.7717,0.2556,0.6522,nan
232,23,14.9000,8.8889,nan,nan,0.0761,0.0066,0.4348,nan
233,23,2.1567,0.6542,0.4343,nan,0.6739,0.1634,0.8696,nan
234,23,2.5745,0.6187,0.4452,nan,0.6413,0.1735,0.8261,nan
235,23,6.6841,3.9006,nan,nan,0.2500,0.0210,0.0000,nan
236,23,4.0173,1.5793,0.2349,nan,0.4130,0.0460,0.4348,nan
237,22,0.4146,0.1569,0.1327,nan,0.9886,0.7329,0.8636,nan
238,23,1.9482,0.6493,0.3708,nan,0.6848,0.1847,0.7826,nan
239,23,10.6673,6.9268,1.4516,nan,0.2283,0.0208,0.0870,nan
240,23,1.3974,0.6983,0.2921,nan,0.8696,0.3548,0.7826,nan
241,23,5.0316,1.7194,nan,0.7930,0.3804,0.0510,0.4348,nan
242,23,10.7656,6.9154,nan,nan,0.1522,0.0260,0.3043,nan
243,23,9.6658,6.6068,nan,nan,0.1739,0.0131,0.2174,nan
244,23,2.5389,1.2167,nan,nan,0.5978,0.1064,0.3043,nan
245,20,0.7831,0.3753,0.1647,nan,0.9500,0.5723,0.8000,nan
246,20,2.9716,1.6107,0.2438,nan,0.5625,0.0809,0.6500,nan
247,24,5.2795,2.2507,0.1387,nan,0.3333,0.0490,0.4583,nan
248,24,5.7285,3.8103,nan,nan,0.3542,0.0610,0.2917,nan
249,24,7.5822,5.9947,nan,nan,0.1667,0.0164,0.4167,nan
250,24,4.2383,1.6918,0.1203,nan,0.4167,0.0921,0.3750,nan
251,17,0.5615,0.2052,0.2050,nan,1.0000,0.5175,0.8235,nan
252,24,8.4870,4.4166,nan,nan,0.2083,0.0222,0.2083,nan
253,24,7.5157,6.4921,0.8216,nan,0.2188,0.0253,0.4167,nan
254,24,4.5789,1.5321,0.3154,nan,0.3542,0.0412,0.5417,nan
255,24,13.1560,8.7980,nan,nan,0.1250,0.0097,0.2500,nan
256,24,8.4578,5.2040,nan,nan,0.1667,0.0219,0.4583,nan
257,24,5.4575,3.0286,nan,nan,0.3125,0.0304,0.0000,nan
258,24,4.1876,1.5528,0.2089,nan,0.4688,0.1097,0.4167,nan
259,24,2.8769,1.0304,0.4236,nan,0.6979,0.2582,0.7083,nan
260,24,9.2642,9.3822,1.1189,nan,0.1354,0.0138,0.1667,nan
261,24,5.4337,1.9880,0.1981,nan,0.3646,0.0467,0.6667,nan
262,24,5.8939,2.2783,0.1861,nan,0.2812,0.0456,0.5833,nan
263,24,4.9708,1.3810,0.2985,nan,0.3542,0.0682,0.5417,nan
264,24,4.3009,1.2455,0.7763,nan,0.4271,0.0755,0.7917,nan
265,24,2.6634,0.7073,0.5073,nan,0.5729,0.1416,0.7083,nan
266,23,8.4777,6.3911,nan,nan,0.1848,0.0187,0.0000,nan
267,18,16.4543,14.1216,nan,nan,0.0694,0.0034,0.1111,nan
268,17,7.0858,3.3371,nan,nan,0.2206,0.0093,0.1765,nan
269,24,8.6252,8.5873,4.4698,nan,0.1875,0.0217,0.1250,nan
270,24,2.3276,0.9836,0.1558,nan,0.6250,0.1878,0.6667,nan
271,23,8.1961,2.2519,nan,1.5738,0.2391,0.0281,0.6522,nan
272,24,2.5868,1.1998,0.2956,nan,0.7396,0.2672,0.6667,nan
273,22,1.5668,0.5428,0.2322,nan,0.7955,0.2626,0.6364,nan
274,24,5.2311,1.6742,nan,nan,0.4062,0.0997,0.4583,nan
275,24,0.8901,0.3255,0.1055,nan,0.9792,0.7276,0.8750,nan
276,24,2.1406,1.1472,0.3293,nan,0.7188,0.2845,0.7083,nan
277,24,1.3753,0.5355,0.2479,nan,0.9479,0.6951,0.8750,nan
278,24,5.0092,2.4622,0.4945,nan,0.3750,0.0548,0.3333,nan
279,24,3.9191,1.9900,nan,nan,0.5104,0.1333,0.2917,nan
280,24,18.9456,11.3469,nan,nan,0.0104,0.0030,0.1667,nan
281,19,0.3077,0.0910,0.0910,nan,1.0000,0.7868,1.0000,nan
282,24,7.6598,4.2124,0.6558,0.1664,0.2188,0.0224,0.3750,nan
283,24,6.9927,5.6836,5.3470,nan,0.2396,0.0313,0.0833,nan
284,24,4.1967,1.8682,0.1460,nan,0.4375,0.0782,0.5833,nan
285,23,2.1974,0.5203,0.3936,nan,0.8043,0.3948,0.6087,nan
286,17,3.8550,1.3393,0.1129,nan,0.4706,0.0339,0.5294,nan
287,24,3.9856,0.8167,0.3479,nan,0.5521,0.1381,0.7500,nan
288,24,8.1748,4.3415,nan,0.8725,0.1667,0.0129,0.1667,nan
289,24,3.9880,1.4817,0.3183,nan,0.5000,0.1162,0.7917,nan
290,24,9.8665,6.4545,nan,nan,0.0833,0.0094,0.1250,nan
291,19,1.1096,0.3591,0.2624,nan,0.8684,0.2215,0.8421,nan
292,24,3.3894,1.3636,nan,nan,0.5417,0.1313,0.6250,nan
293,24,3.1966,2.0315,0.1959,nan,0.5833,0.1803,0.6250,nan
294,20,1.7600,0.7143,nan,0.1441,0.7500,0.1471,0.6500,nan
295,24,2.7056,1.2479,nan,0.0789,0.5521,0.1327,0.6250,nan
296,24,8.2629,5.7075,nan,nan,0.2500,0.0485,0.2500,nan
297,24,2.6783,0.5768,0.3629,nan,0.6562,0.2315,0.7500,nan
298,24,12.7638,10.4219,nan,nan,0.0417,0.0069,0.7917,nan
299,24,0.5406,0.1672,0.1378,nan,1.0000,0.7189,0.7917,nan
300,15,0.8079,0.4161,0.1987,nan,0.9500,0.0000,0.4000,nan
301,18,4.3643,2.1122,1.1507,nan,0.4583,0.0426,0.5556,nan
302,24,1.6949,0.3128,0.2382,nan,0.9062,0.4659,0.9167,nan
303,19,2.1304,0.4569,0.2463,nan,0.7895,0.2061,0.8947,nan
304,20,2.3358,1.1876,0.1522,nan,0.6750,0.1171,0.7000,nan
305,16,0.4787,0.1867,0.1771,nan,0.9844,0.6023,0.8125,nan
306,20,7.5863,3.1832,2.8612,nan,0.2250,0.0112,0.8500,nan
307,24,1.2150,0.3257,0.1832,nan,0.9271,0.5227,0.8750,nan
308,20,0.6674,0.4176,0.3337,nan,0.9625,0.5870,0.9500,nan
309,21,0.3940,0.2122,0.0910,nan,0.9881,0.7195,0.8095,nan
310,24,4.9515,2.0334,0.8374,nan,0.3542,0.0482,0.6667,nan
311,25,4.1992,1.2033,0.1849,nan,0.4100,0.0730,0.3600,0.0000
312,19,0.2442,0.1276,0.1276,nan,1.0000,0.8326,1.0000,nan
313,25,4.7766,1.8757,0.8353,nan,0.3800,0.0769,0.6000,0.0000
314,25,1.0259,0.5033,0.3391,nan,0.9200,0.5400,0.8400,0.0000
315,25,9.4738,5.6206,0.1100,nan,0.1700,0.0343,0.2400,0.0000
316,25,8.4302,6.3793,1.4068,nan,0.2400,0.0419,0.1600,0.0000
317,25,3.1062,1.2674,nan,nan,0.5700,0.1851,0.3600,0.0000
318,25,1.3891,0.3144,0.1577,nan,0.9400,0.5909,0.8400,0.0000
319,25,5.9443,3.1542,nan,nan,0.2800,0.0392,0.5600,0.0000
320,25,4.3151,1.3711,0.1502,nan,0.4400,0.1165,0.4800,0.0000
321,25,5.9720,3.1946,nan,nan,0.2900,0.0282,0.0800,0.0000
322,25,8.9237,6.7503,1.8724,nan,0.1700,0.0241,0.2400,0.0000
323,25,5.4859,3.0676,0.9025,nan,0.3200,0.0394,0.0400,0.0000
324,25,2.7307,1.0864,nan,0.0965,0.5800,0.1527,0.5200,0.0000
325,25,1.7408,0.5338,0.5532,nan,0.7600,0.3430,0.8000,0.0000
326,20,6.6869,4.6685,5.2921,nan,0.2375,0.0167,0.0500,nan
327,20,4.4227,3.0300,nan,nan,0.3750,0.0193,0.5000,nan
328,25,7.8085,5.6227,nan,nan,0.1900,0.0184,0.1200,0.0000
329,25,4.2934,1.9451,nan,nan,0.4700,0.1092,0.4000,0.0000
330,25,7.1608,2.3734,nan,nan,0.3100,0.0414,0.1200,0.0000
331,25,4.7245,2.7662,1.4091,nan,0.3700,0.0593,0.4800,0.0000
332,25,4.3633,2.4405,2.4029,nan,0.4200,0.0690,0.4000,0.0000
333,25,5.6157,2.9408,0.2401,nan,0.3600,0.0556,0.3200,0.0000
334,25,4.4367,2.0230,0.7872,nan,0.4600,0.1374,0.6000,0.0000
335,25,2.4474,1.1110,0.4035,nan,0.6600,0.2468,0.6800,0.0000
336,25,8.9144,8.1612,2.8909,nan,0.1300,0.0174,0.0000,0.0000
337,25,4.5164,2.3181,1.6468,nan,0.3700,0.0557,0.5600,0.0000
338,25,3.4655,1.1256,0.2579,nan,0.5500,0.1675,0.7600,0.0000
339,25,5.7053,2.4615,nan,nan,0.3000,0.0450,0.4000,0.0000
340,25,3.4409,0.8078,0.3563,nan,0.5800,0.1946,0.5600,0.0000
341,25,1.1763,0.4915,0.3783,nan,0.8700,0.5218,0.8000,0.0000
342,25,1.5270,0.6259,0.5622,nan,0.8800,0.6207,0.8000,0.0000
343,25,1.9054,0.8450,0.1659,nan,0.8300,0.4076,0.5200,0.0000
344,25,0.6908,0.2039,0.1950,nan,0.9900,0.6531,0.9200,0.0000
345,25,1.5366,0.4937,0.1673,nan,0.8600,0.4994,0.6800,0.0000
346,25,3.9134,1.8904,nan,nan,0.4300,0.0741,0.4400,0.0000
347,19,3.4283,1.0813,nan,nan,0.5395,0.0575,0.4211,nan
348,24,3.7473,1.4909,0.6008,nan,0.5104,0.1117,0.7500,nan
349,25,3.4686,1.4919,0.5249,nan,0.5000,0.1108,0.5600,0.0000
