Sample_ID,Valid_Length,RMSD_Angstroms,Full_dRMSD,Helix_dRMSD,Sheet_dRMSD,GDT_TS,TM_Score,Q3_Accuracy,Top-L/2_Prec
15524,189,14.9893,7.5714,0.5956,1.1339,0.0344,0.1569,0.2963,0.0213
15525,157,50.5482,48.4184,0.8560,1.4645,0.0080,0.0427,0.4713,0.0000
15526,178,15.1105,9.0771,1.1637,0.2900,0.0590,0.1899,0.2303,0.3483
15527,136,21.9551,15.4957,0.1398,1.0478,0.0092,0.0699,0.1985,0.0000
15528,200,17.9351,11.7780,0.2448,0.2955,0.0213,0.1338,0.6800,0.0600
15529,196,19.5211,12.1487,1.6322,1.1063,0.0306,0.1832,0.8010,0.0000
15530,196,22.1021,12.9332,0.5264,0.5485,0.0128,0.1028,0.6429,0.0714
15531,200,21.3186,14.0073,0.3210,0.2635,0.0500,0.1621,0.6900,0.1900
15532,178,15.4569,7.3060,1.0053,0.5037,0.0421,0.1666,0.4438,0.0225
15533,200,15.0752,7.9445,nan,0.3361,0.0387,0.1726,0.7400,0.2200
15534,200,21.0115,14.4351,0.3431,0.3859,0.0163,0.1074,0.6600,0.1200
15535,186,14.1833,6.6699,0.3426,0.2459,0.0820,0.2343,0.4839,0.0968
15536,118,15.4070,8.6643,nan,0.6200,0.0212,0.0989,0.0847,0.1186
15537,200,27.4452,17.8946,0.3376,0.5776,0.0138,0.0830,0.5750,0.0000
15538,174,40.0762,32.6891,0.8846,0.9283,0.0043,0.0406,0.3391,0.0000
15539,200,23.0502,13.5022,0.5281,0.3197,0.0187,0.1115,0.6550,0.0300
15540,186,19.4961,11.0552,0.4127,0.4335,0.0081,0.1068,0.2903,0.1183
15541,200,17.1315,6.5819,0.2349,0.1705,0.0437,0.1686,0.7000,0.0800
15542,186,12.9796,6.0735,0.6691,nan,0.1075,0.2469,0.6290,0.0215
15543,196,25.5825,12.8677,0.3527,0.5999,0.0446,0.1415,0.7245,0.1735
15544,170,21.9777,14.3674,1.0014,0.5790,0.0456,0.1299,0.3824,0.0706
15545,185,17.9812,7.8974,1.0008,0.4007,0.0703,0.1764,0.4216,0.0217
15546,191,29.6282,18.9463,0.6304,1.0430,0.0131,0.0868,0.4084,0.0947
15547,169,35.4445,28.6505,0.8140,1.4599,0.0030,0.0412,0.4201,0.0119
15548,195,21.0758,9.9660,0.3170,0.2239,0.0115,0.0931,0.6308,0.0000
15549,188,24.6283,12.9233,0.3684,0.6441,0.0106,0.0870,0.3138,0.0426
15550,200,18.3954,8.2562,0.3134,0.2233,0.0400,0.1610,0.7050,0.0400
15551,185,16.8841,8.6966,1.1786,0.3580,0.0392,0.1697,0.5189,0.0109
15552,177,27.1771,19.9986,2.5044,0.6021,0.0028,0.0526,0.4294,0.0909
15553,159,16.0619,9.2063,0.7641,0.2711,0.1022,0.2198,0.2201,0.0506
15554,168,43.9445,38.6854,4.4844,1.4604,0.0000,0.0217,0.4167,0.0119
15555,200,16.9738,14.3140,0.3381,nan,0.1012,0.2335,0.7350,0.1700
15556,135,12.9544,4.8764,0.3641,0.3226,0.1648,0.2712,0.2370,0.0448
15557,169,19.0920,10.7572,0.4928,0.4498,0.0296,0.1238,0.1183,0.0000
15558,191,27.0457,16.8477,0.4302,0.6280,0.0000,0.0465,0.5812,0.0316
15559,193,20.4804,12.9730,0.5942,0.5481,0.0311,0.1318,0.6477,0.1146
15560,172,23.9905,13.8778,0.7476,0.8841,0.0349,0.1155,0.2500,0.0000
15561,189,25.3621,15.4962,0.6377,0.4088,0.0159,0.0887,0.3492,0.0426
15562,155,34.6692,24.8321,0.8132,0.8531,0.0161,0.0633,0.2645,0.0260
15563,200,30.5128,20.4679,0.3985,0.2155,0.0113,0.0813,0.4750,0.2200
15564,200,32.8400,27.2895,nan,nan,0.0013,0.0505,0.0800,0.3200
15565,200,36.0717,24.8334,0.6587,0.5880,0.0013,0.0517,0.7050,0.0200
15566,196,32.0342,24.2545,0.5448,0.4214,0.0051,0.0621,0.5612,0.0102
15567,184,21.3757,12.4205,0.4176,0.6185,0.0245,0.1131,0.4946,0.1413
15568,193,16.2950,7.3699,0.3425,0.5402,0.0466,0.1778,0.5026,0.0208
15569,188,11.8873,5.8522,0.3126,0.4081,0.0745,0.2344,0.6064,0.0426
15570,172,32.9745,21.7829,0.8434,0.6938,0.0203,0.0668,0.2907,0.0000
15571,190,25.1294,17.5542,0.8611,nan,0.0329,0.1236,0.6158,0.1158
15572,194,30.1242,21.8194,0.8441,0.7306,0.0000,0.0419,0.5206,0.0825
15573,183,16.9992,7.1119,0.2832,nan,0.0342,0.1448,0.7104,0.0440
15574,195,18.6372,8.9228,0.5129,0.4725,0.0359,0.1454,0.6615,0.1031
15575,180,30.2400,21.1038,1.1544,0.5623,0.0042,0.0600,0.2722,0.0111
15576,200,12.4256,6.4181,0.2506,0.2184,0.0950,0.2674,0.6800,0.1000
15577,195,25.5390,14.1644,0.4272,0.5068,0.0179,0.1172,0.4462,0.2062
15578,181,17.0836,7.3915,0.3877,0.1654,0.0525,0.1656,0.5028,0.0667
15579,180,20.6446,10.1590,1.2603,nan,0.0569,0.1599,0.8667,0.1222
15580,194,18.0764,9.3083,0.2536,0.2983,0.0541,0.1653,0.5361,0.0928
15581,195,25.5020,18.6938,0.3337,0.3460,0.0231,0.0900,0.6974,0.0000
15582,175,31.5852,26.6215,0.2638,0.4982,0.0000,0.0408,0.3143,0.0345
15583,141,19.9974,11.1337,0.8026,1.4016,0.0089,0.0841,0.2057,0.0000
15584,200,35.4413,24.1193,0.5652,0.4829,0.0088,0.0541,0.5800,0.0000
15585,180,20.1151,8.5256,0.8588,nan,0.0278,0.1157,0.6778,0.0000
15586,186,23.5199,13.7627,0.8843,0.5926,0.0108,0.0909,0.5699,0.0000
15587,200,22.1983,13.6525,0.7642,0.3846,0.0025,0.0890,0.5850,0.0000
15588,188,37.2061,32.0717,0.9409,0.3825,0.0000,0.0340,0.5426,0.0426
15589,193,22.3550,13.5078,nan,0.4318,0.0117,0.0987,0.3834,0.0521
15590,182,23.0180,14.0143,0.7750,0.3777,0.0179,0.0881,0.1758,0.1868
15591,200,22.0338,13.4011,0.3167,0.4479,0.0150,0.0989,0.6300,0.1500
15592,188,24.1232,18.1234,1.9425,0.3441,0.0465,0.1437,0.5532,0.0000
15593,196,17.9714,10.8720,0.1892,0.2529,0.0217,0.1419,0.6888,0.1020
15594,174,22.2385,17.8990,1.8013,0.4235,0.0072,0.0730,0.2356,0.1034
15595,179,23.0285,12.3578,0.5419,nan,0.0112,0.1076,0.7039,0.0674
15596,200,14.6482,7.9074,0.2567,0.1574,0.0650,0.2056,0.6750,0.0100
15597,190,13.5700,9.0596,0.5870,nan,0.0632,0.2037,0.7105,0.0316
15598,196,24.9342,13.1368,0.3689,0.3873,0.0230,0.1042,0.6429,0.1224
15599,178,24.2484,18.3678,0.6673,0.3988,0.0070,0.0836,0.2978,0.2472
15600,189,21.7024,13.7576,0.3852,0.3793,0.0066,0.0881,0.5608,0.0000
15601,200,19.7483,10.1971,0.2493,0.3041,0.0350,0.1385,0.5800,0.0200
15602,191,34.9594,28.6846,1.1761,1.1866,0.0013,0.0424,0.4084,0.0000
15603,189,38.6298,29.8714,0.9794,nan,0.0000,0.0216,0.7196,0.0532
15604,162,22.8073,13.4043,0.4232,0.4442,0.0046,0.0668,0.5617,0.0000
15605,200,34.7297,24.2573,1.6644,0.5555,0.0075,0.0500,0.4900,0.0000
15606,200,20.2526,12.4910,0.1767,nan,0.0362,0.1340,0.5550,0.0800
15607,192,17.5865,11.7436,0.7448,0.3515,0.0026,0.1110,0.6250,0.0312
15608,173,29.9155,20.7518,0.5488,0.9990,0.0029,0.0641,0.1965,0.0000
15609,194,22.2678,15.1197,0.6408,0.3999,0.0348,0.1149,0.6031,0.1237
15610,194,15.7786,9.3724,0.5849,nan,0.0258,0.1674,0.7835,0.1443
15611,166,26.0326,16.7869,0.7097,nan,0.0256,0.0954,0.6024,0.0843
15612,178,7.0602,3.4262,0.3245,nan,0.2121,0.4019,0.1461,0.0000
15613,187,28.8719,16.4754,2.0475,nan,0.0067,0.0752,0.4866,0.0000
15614,178,43.3016,33.7569,1.5046,1.1223,0.0084,0.0435,0.3652,0.0000
15615,182,24.4699,17.3253,3.8182,0.8734,0.0082,0.0848,0.2857,0.0440
15616,182,20.4815,12.6512,0.4951,0.4639,0.0069,0.0966,0.2692,0.0110
15617,186,14.3972,10.2855,1.0857,nan,0.0470,0.1841,0.7097,0.0430
15618,184,28.7171,22.0275,1.2528,0.7152,0.0068,0.0571,0.3043,0.0109
15619,190,31.6488,22.4500,0.7364,0.5596,0.0013,0.0411,0.4053,0.0000
15620,157,17.0334,13.7211,0.6214,nan,0.0366,0.1286,0.7070,0.3077
15621,38,8.0436,5.1651,nan,nan,0.1645,0.0643,0.0000,0.0526
15622,196,27.6182,19.3389,0.5592,nan,0.0089,0.0699,0.7806,0.0204
15623,160,16.4959,7.4009,0.9562,nan,0.0344,0.1294,0.5000,0.0000
15624,200,23.4696,12.4321,0.5875,0.3833,0.0150,0.1011,0.7550,0.0700
15625,200,21.0763,9.6639,0.2998,0.2456,0.0150,0.1085,0.7000,0.0200
15626,193,24.8523,13.4121,0.5013,0.5687,0.0052,0.0662,0.5285,0.1458
15627,196,21.2645,11.4218,0.4897,0.7548,0.0242,0.1304,0.6429,0.0306
15628,174,22.7055,13.3180,1.7979,0.5427,0.0057,0.0722,0.2184,0.0000
15629,200,31.9988,21.6478,0.3775,0.3248,0.0150,0.0728,0.6600,0.0400
15630,195,19.1303,12.2190,0.4769,0.4750,0.0462,0.1529,0.6410,0.2577
15631,159,25.2513,15.7822,1.4283,nan,0.0204,0.0933,0.5409,0.1013
15632,169,20.3111,10.8205,0.2104,0.3582,0.0311,0.1316,0.4852,0.0119
15633,200,16.8850,7.4287,0.3132,0.4112,0.0325,0.1586,0.6950,0.0400
15634,191,26.4527,19.9144,0.4159,0.4325,0.0105,0.0835,0.4398,0.0421
15635,195,16.2970,7.1971,0.3521,0.3724,0.0385,0.1616,0.6513,0.0103
15636,152,23.6235,17.4932,0.6338,0.3678,0.0132,0.0893,0.3421,0.0263
15637,186,23.6879,15.4346,1.7726,nan,0.0618,0.1665,0.8226,0.1505
15638,200,26.8006,18.7844,0.8721,nan,0.0125,0.0816,0.7200,0.0000
15639,146,24.7814,16.2571,0.7650,0.5438,0.0103,0.0673,0.0616,0.0000
15640,179,20.3058,16.8103,0.8630,0.4960,0.0084,0.1026,0.3520,0.0000
15641,200,19.9208,11.0442,0.3209,0.4149,0.0138,0.1254,0.7000,0.0400
15642,174,32.1506,26.8828,0.8014,0.7296,0.0000,0.0499,0.3851,0.0000
15643,116,3.6117,2.1820,1.6201,nan,0.4741,0.6108,0.9397,0.0000
15644,196,27.3482,15.8721,0.5998,2.1567,0.0242,0.0991,0.6173,0.0000
15645,196,24.1410,13.6680,0.3345,0.3823,0.0230,0.1146,0.6071,0.0204
15646,194,32.5487,21.4078,0.9784,0.5442,0.0155,0.0848,0.5773,0.0412
15647,180,24.4800,17.4716,0.9792,0.6355,0.0194,0.1013,0.1944,0.1889
15648,196,23.1097,13.3599,0.4117,0.5609,0.0204,0.1163,0.6633,0.0102
15649,130,23.3889,16.1191,2.0814,nan,0.0000,0.0607,0.2846,0.0000
15650,188,29.9033,17.7000,0.2357,0.4366,0.0000,0.0531,0.5691,0.0213
15651,151,24.4584,14.6107,1.7600,0.4701,0.0050,0.0756,0.2450,0.1867
15652,192,26.0296,12.7296,1.0192,1.3354,0.0130,0.0942,0.5677,0.0104
15653,175,20.9522,11.5786,0.6827,0.4903,0.0586,0.1546,0.3086,0.1609
15654,200,17.0863,12.1056,0.4213,0.1753,0.0600,0.1855,0.6050,0.1300
15655,177,25.8419,16.5603,1.0646,0.8405,0.0198,0.1025,0.3164,0.1250
15656,170,20.3174,14.1652,1.8226,nan,0.0147,0.0889,0.7765,0.0471
15657,200,16.9370,7.3189,0.2638,nan,0.0450,0.1715,0.8800,0.0400
15658,196,17.0634,8.6829,0.3138,nan,0.0281,0.1337,0.6327,0.0102
15659,196,26.8204,14.2138,0.3471,0.4525,0.0064,0.0893,0.5714,0.0612
15660,193,19.2023,7.9541,0.4815,0.4821,0.0168,0.1162,0.6166,0.0104
15661,185,14.5913,7.7796,0.8488,1.0823,0.0622,0.1959,0.2054,0.0761
15662,200,39.6620,33.6915,nan,0.4152,0.0013,0.0365,0.6050,0.1000
15663,200,28.8862,18.0315,0.3898,1.2085,0.0125,0.0757,0.5900,0.0000
15664,180,23.8908,13.2131,0.2340,0.3115,0.0264,0.1213,0.5944,0.0778
15665,195,16.0313,8.1176,0.4155,0.5722,0.0282,0.1500,0.6872,0.0103
15666,183,9.5835,5.6518,0.6939,nan,0.1475,0.3195,0.3989,0.1648
15667,192,28.0002,15.3844,0.6390,0.6916,0.0000,0.0702,0.5938,0.0000
15668,195,21.5539,13.0688,nan,0.4031,0.0167,0.1102,0.4410,0.0206
15669,178,20.9029,13.3684,0.3425,0.7360,0.0337,0.1255,0.3315,0.0225
15670,200,32.2134,23.5177,0.3207,0.9480,0.0025,0.0577,0.6150,0.1500
15671,189,19.9101,9.7422,1.8263,0.3535,0.0635,0.1782,0.5820,0.0000
15672,200,52.8234,41.6274,2.9314,1.7059,0.0025,0.0336,0.5150,0.0200
15673,190,18.3872,9.5430,0.7741,0.2420,0.0487,0.1522,0.4526,0.2632
15674,200,26.5078,17.4017,0.3353,1.7297,0.0200,0.1019,0.5550,0.0000
15675,159,33.2180,21.1003,1.5784,nan,0.0000,0.0601,0.2579,0.0000
15676,200,51.9737,47.3164,0.4274,0.6279,0.0088,0.0464,0.5250,0.0500
15677,200,31.4453,21.3986,1.2609,0.9643,0.0037,0.0595,0.4750,0.0000
15678,200,24.3813,20.4885,0.2663,0.4558,0.0138,0.0867,0.6850,0.0600
15679,200,19.7575,11.0665,0.3178,nan,0.0163,0.1199,0.6250,0.1200
15680,192,19.5252,12.5250,0.9586,nan,0.0651,0.1906,0.5312,0.0000
15681,176,27.0970,17.8769,0.2926,0.4478,0.0440,0.1303,0.4545,0.0000
15682,194,19.2022,8.1692,0.3489,0.5141,0.0296,0.1371,0.6031,0.0928
15683,200,45.4887,34.8468,0.5622,0.3875,0.0000,0.0215,0.6150,0.0100
15684,200,18.7157,12.9475,0.3098,0.2668,0.1025,0.2303,0.7050,0.0500
15685,195,17.4396,11.1528,0.3856,0.3345,0.0269,0.1369,0.5385,0.0825
15686,172,19.2393,8.9820,1.1103,0.4547,0.0145,0.0943,0.2616,0.0465
15687,200,23.0225,14.5552,0.3986,0.3467,0.0187,0.1032,0.6250,0.0500
15688,190,17.6480,9.1964,0.3463,0.3406,0.0579,0.1784,0.7000,0.0526
15689,191,16.9878,8.4164,0.5598,0.6963,0.0393,0.1607,0.4921,0.0316
15690,195,20.6378,12.4545,0.5233,0.5508,0.0282,0.1341,0.5538,0.0412
15691,170,18.7479,9.1532,1.1500,0.3471,0.0279,0.1463,0.2882,0.0941
15692,157,20.5228,13.9577,1.0810,0.2171,0.0064,0.0882,0.2611,0.0385
15693,175,27.4948,22.7437,0.1397,0.5592,0.0114,0.0647,0.3257,0.0690
15694,169,22.3844,13.0938,0.8101,0.7455,0.0163,0.0906,0.2012,0.1548
15695,200,18.9942,8.5306,0.3472,0.2430,0.0275,0.1275,0.5800,0.0400
15696,200,16.4414,8.4128,0.2076,0.9154,0.0438,0.1713,0.6600,0.1300
15697,158,24.5965,15.2859,0.7898,0.4937,0.0095,0.0740,0.1899,0.1899
15698,182,14.5865,6.3031,0.6443,0.5314,0.0797,0.2176,0.4286,0.0330
15699,200,23.0406,12.2111,0.3305,0.3818,0.0088,0.0997,0.6400,0.0400
15700,200,22.8981,14.2734,0.7194,0.3730,0.0037,0.0805,0.5900,0.0000
15701,196,13.4699,7.2013,0.1657,0.2255,0.0676,0.2180,0.5816,0.0000
15702,190,22.8816,14.7442,0.6427,0.6885,0.0053,0.0821,0.3526,0.2526
15703,196,20.6548,11.0868,0.3607,0.2934,0.0051,0.0957,0.7194,0.0510
15704,181,21.9127,9.8779,0.5276,0.2042,0.0235,0.1188,0.6354,0.1778
15705,164,20.3485,12.0628,0.8374,0.5516,0.0351,0.1182,0.1890,0.0122
15706,178,19.5510,15.8822,0.5286,0.2498,0.0295,0.1194,0.2865,0.2022
15707,200,23.9032,21.6920,0.6309,0.5615,0.0050,0.0733,0.5250,0.0400
15708,195,22.1127,16.5371,1.1039,1.9964,0.0564,0.1518,0.3436,0.0206
15709,181,16.9357,9.1266,0.8017,0.2857,0.0718,0.1954,0.4088,0.1000
15710,193,11.0183,5.7284,0.9053,nan,0.1295,0.3008,0.7565,0.0312
15711,200,19.9536,9.3652,0.3683,0.1616,0.0312,0.1294,0.6150,0.0100
15712,194,28.8717,22.6606,nan,0.5501,0.0000,0.0440,0.5619,0.0206
15713,181,21.9109,16.0711,nan,nan,0.0166,0.1060,0.0773,0.0556
15714,200,31.3183,23.2077,0.4615,0.3744,0.0113,0.0730,0.5050,0.0400
15715,177,16.3283,7.9238,1.5414,0.6319,0.0311,0.1493,0.1695,0.0227
15716,77,25.4114,18.4346,nan,0.8634,0.0162,0.0474,0.0000,0.0000
15717,191,36.7021,22.4288,0.7945,nan,0.0000,0.0461,0.8482,0.0105
15718,193,30.7623,22.8265,1.3704,0.4457,0.0052,0.0561,0.6269,0.0938
15719,174,35.7852,26.4774,2.1968,1.0524,0.0014,0.0401,0.5287,0.0230
15720,174,19.2985,9.3510,0.6779,0.2808,0.0101,0.0990,0.2414,0.0345
15721,186,36.6831,25.8700,1.9235,2.6634,0.0000,0.0339,0.4624,0.1935
15722,200,21.5402,10.5682,0.3861,0.5568,0.0275,0.1241,0.6500,0.1000
15723,192,16.5987,6.9191,0.4817,0.4743,0.0820,0.2113,0.4427,0.0729
15724,175,44.8356,34.6299,1.9590,nan,0.0000,0.0223,0.6400,0.0000
15725,172,19.0799,9.1857,0.5445,0.5925,0.0378,0.1330,0.2035,0.0814
15726,196,52.8674,46.6075,2.1862,0.6037,0.0102,0.0507,0.5153,0.0000
15727,158,20.1307,10.1377,1.2956,0.6602,0.0206,0.0929,0.2215,0.0000
15728,186,26.1600,15.8847,2.0401,0.2957,0.0242,0.1046,0.7419,0.0860
15729,172,34.7416,26.1440,1.1264,0.4718,0.0058,0.0622,0.2209,0.0000
15730,166,34.7950,22.3299,0.6740,0.6697,0.0000,0.0523,0.2651,0.0000
15731,174,16.1599,6.6632,0.2525,0.6840,0.0489,0.1606,0.3908,0.0460
15732,179,24.8259,16.5339,0.6176,1.1803,0.0042,0.0749,0.5084,0.0000
15733,187,14.9764,7.2033,0.2459,0.7450,0.0695,0.1965,0.4011,0.0323
15734,200,19.1632,10.4296,0.4655,0.2190,0.0250,0.1443,0.7550,0.0100
15735,200,23.2596,11.9643,0.4291,0.3671,0.0150,0.1018,0.6600,0.0200
15736,195,22.6365,13.3165,0.3677,0.3955,0.0192,0.1079,0.6256,0.0722
15737,153,25.3323,17.0490,0.3290,0.5210,0.0049,0.0539,0.2222,0.0921
15738,155,23.8319,17.6199,1.9420,nan,0.0113,0.0604,0.6581,0.1299
15739,191,17.3339,9.0208,0.6667,0.4247,0.0079,0.1178,0.5131,0.0737
15740,179,36.6479,28.0146,1.4870,nan,0.0140,0.0539,0.4469,0.1011
15741,191,19.5237,11.4361,0.5370,0.3851,0.0288,0.1262,0.3613,0.0421
15742,195,21.9071,13.0132,0.5312,1.1906,0.0077,0.0967,0.7333,0.0000
15743,166,23.4581,18.3790,0.7886,nan,0.0090,0.0685,0.6627,0.0000
15744,196,13.8250,8.5186,0.8551,0.3890,0.0497,0.1959,0.6582,0.0816
15745,175,22.9258,16.5732,0.9279,0.2519,0.0157,0.0903,0.3829,0.1034
15746,139,12.8926,6.8293,6.2264,nan,0.1421,0.2515,0.2374,0.0000
15747,175,15.2890,7.1520,0.5234,0.3070,0.0486,0.1796,0.5943,0.0345
15748,149,18.2839,9.7617,0.3742,nan,0.0151,0.1107,0.5503,0.0270
15749,191,24.6730,14.4938,0.6036,0.5669,0.0157,0.0866,0.4712,0.0526
15750,192,23.5352,11.5442,0.1081,0.5794,0.0091,0.0936,0.6823,0.0000
15751,200,33.7659,23.0244,0.2125,0.7128,0.0175,0.0889,0.6100,0.0000
15752,194,14.7651,7.6797,0.3616,0.4863,0.0606,0.2153,0.6031,0.0515
15753,200,16.7681,8.9243,0.2699,0.3898,0.0375,0.1554,0.7050,0.0900
15754,200,21.8863,11.4556,0.3816,0.3463,0.0088,0.1255,0.5150,0.1800
15755,200,19.1602,13.0524,0.4406,0.2680,0.0087,0.1071,0.6700,0.1500
15756,183,31.2865,19.2381,0.9366,0.6562,0.0041,0.0550,0.3989,0.0000
15757,192,35.7616,26.2742,nan,0.8325,0.0000,0.0552,0.2760,0.0729
15758,176,36.0389,33.7312,nan,0.6467,0.0000,0.0277,0.3523,0.0000
15759,200,20.8116,12.8274,nan,0.7657,0.0312,0.1429,0.7300,0.0600
15760,172,23.2593,15.0697,0.6626,0.8681,0.0029,0.0660,0.4244,0.0000
15761,99,35.3691,26.8401,nan,nan,0.0025,0.0327,0.0404,0.0000
15762,195,15.3683,8.4584,0.3309,0.2870,0.0667,0.2033,0.6513,0.1753
15763,167,17.8050,11.2007,0.4955,0.6753,0.0329,0.1341,0.3054,0.0361
15764,196,15.5144,6.7572,0.3190,0.4361,0.0383,0.1702,0.7704,0.0306
15765,184,19.6147,10.0283,0.8333,0.1970,0.0761,0.1907,0.4511,0.1304
15766,200,25.5400,17.6498,0.3148,0.3001,0.0025,0.0685,0.6750,0.0100
15767,175,23.9804,11.6620,0.3523,0.4239,0.0271,0.1013,0.4971,0.0920
15768,172,30.1665,21.0479,0.4580,0.6261,0.0015,0.0523,0.4767,0.0000
15769,200,19.3913,7.7300,0.2783,nan,0.0312,0.1587,0.7050,0.0700
15770,172,23.9374,14.4260,0.3575,0.3576,0.0073,0.0951,0.7209,0.1163
15771,148,36.2755,25.2891,1.2173,1.1580,0.0017,0.0428,0.2500,0.0000
15772,200,21.3705,14.8701,0.6885,0.2598,0.0250,0.1195,0.6650,0.0800
15773,196,29.2521,18.4346,0.6976,0.3988,0.0013,0.0501,0.5357,0.2143
15774,181,32.3415,26.9021,1.9964,1.4664,0.0041,0.0499,0.2541,0.0000
15775,186,25.4756,18.1397,2.0172,0.2549,0.0108,0.0743,0.5860,0.0538
15776,161,16.3278,10.4589,1.2212,0.2611,0.0543,0.1649,0.2236,0.2750
15777,194,30.1187,26.4965,nan,0.4496,0.0052,0.0670,0.5103,0.1340
15778,182,24.1697,13.8976,1.4822,nan,0.0055,0.0680,0.7088,0.0330
15779,187,54.8979,47.9574,0.6919,1.4430,0.0147,0.0434,0.5668,0.0000
15780,156,31.1008,18.8231,0.9596,nan,0.0144,0.0570,0.5000,0.0000
15781,196,29.6115,19.5937,0.4291,0.6573,0.0102,0.0719,0.6786,0.1020
15782,167,11.2052,5.1906,0.4629,0.7768,0.0973,0.2485,0.2754,0.1084
15783,200,23.0366,16.6037,0.4511,0.4063,0.0112,0.0949,0.6550,0.0000
15784,200,16.1673,8.2204,0.2542,0.3135,0.0638,0.2078,0.6850,0.0800
15785,196,20.3989,10.5805,0.3530,0.4137,0.0306,0.1302,0.7449,0.1837
15786,200,20.9781,11.9496,0.3900,0.4724,0.0275,0.1250,0.5200,0.0500
15787,188,19.2678,8.5446,nan,0.5644,0.0359,0.1362,0.4947,0.0000
15788,187,31.0671,26.6091,3.1115,0.6837,0.0080,0.0564,0.5187,0.0000
15789,200,21.3371,12.7428,0.3435,0.5213,0.0250,0.1201,0.6600,0.0400
15790,48,7.9706,4.9874,nan,nan,0.2135,0.1468,0.0417,0.0417
15791,173,26.8743,14.5666,0.7557,0.4533,0.0101,0.0741,0.4162,0.0930
15792,194,30.5007,22.1468,0.3430,0.6042,0.0000,0.0492,0.5000,0.0000
15793,173,11.6644,5.7307,0.7944,0.1743,0.0896,0.2334,0.4509,0.0698
15794,192,36.9163,32.6437,2.7354,2.0889,0.0000,0.0296,0.4740,0.0104
15795,169,73.3557,62.8681,2.1752,nan,0.0015,0.0168,0.7811,0.0000
15796,193,20.3151,15.4631,0.4562,nan,0.0272,0.1320,0.7202,0.0312
15797,195,19.4494,11.2817,nan,nan,0.0179,0.1158,0.0564,0.1649
15798,195,19.9166,10.4828,0.4174,0.2258,0.0192,0.1314,0.6359,0.0825
15799,127,19.9239,10.4464,1.5363,nan,0.0020,0.0602,0.3465,0.0159
15800,184,38.3613,29.3073,1.3553,0.8115,0.0000,0.0386,0.3859,0.0000
15801,188,31.7979,17.6461,0.8642,nan,0.0040,0.0542,0.7766,0.0319
15802,200,26.8379,17.6472,0.6640,0.6324,0.0125,0.0824,0.6200,0.0000
15803,200,32.7506,26.7069,0.4428,0.7989,0.0025,0.0608,0.6700,0.0000
15804,185,14.5308,8.1506,0.9168,0.3678,0.0689,0.2083,0.4595,0.0435
15805,200,17.3233,8.8979,0.3376,0.2190,0.0037,0.1333,0.6300,0.0100
15806,200,13.3441,7.4094,0.4542,nan,0.0863,0.2494,0.8800,0.0400
15807,189,15.3946,8.0280,0.4389,0.3299,0.0582,0.1961,0.4127,0.0319
15808,137,20.3699,12.9507,0.9473,0.7463,0.0511,0.1243,0.2482,0.0000
15809,200,16.7613,8.0798,0.3419,0.6838,0.0300,0.1498,0.5850,0.0100
15810,196,18.1343,8.0665,0.3432,0.5347,0.0931,0.2220,0.7500,0.1939
15811,194,17.5161,8.3734,0.4458,0.1693,0.0142,0.1204,0.6031,0.1237
15812,189,22.1731,13.4757,0.5329,0.9691,0.0040,0.0905,0.5608,0.0000
15813,200,18.7584,9.4522,0.2969,0.2707,0.0462,0.1724,0.6750,0.1300
15814,193,15.9639,9.8729,0.6402,0.2344,0.0738,0.1962,0.7720,0.0312
15815,181,21.3756,15.5120,0.3948,0.6749,0.0166,0.1100,0.3204,0.0222
15816,194,14.3285,7.7093,0.3481,0.3987,0.0451,0.1915,0.6495,0.1237
15817,195,15.8546,7.2248,0.5471,nan,0.0641,0.2016,0.7949,0.1340
15818,196,15.9193,7.1733,0.2951,0.2019,0.0153,0.1509,0.6735,0.0408
15819,157,21.0376,16.8642,0.3982,0.1009,0.0159,0.0976,0.4268,0.1667
15820,80,14.4303,8.2898,1.9677,nan,0.0562,0.0988,0.6750,0.1250
15821,194,5.0181,2.3145,0.3803,nan,0.4214,0.6349,0.9278,0.5773
15822,184,17.3741,8.9604,0.4065,0.4107,0.0367,0.1442,0.2663,0.0543
15823,196,17.7668,7.6179,0.3107,0.2416,0.0281,0.1445,0.6888,0.0204
15824,196,19.9618,8.8154,0.4118,nan,0.0306,0.1404,0.7041,0.0204
15825,200,24.0538,15.9299,0.6059,0.3271,0.0088,0.0900,0.6300,0.0200
15826,171,25.5899,19.2881,0.5564,0.2527,0.0058,0.0658,0.5439,0.2000
15827,187,18.0281,10.4841,0.6991,0.3524,0.0227,0.1409,0.2941,0.2151
15828,200,14.7613,6.7645,0.3618,0.3184,0.0650,0.2163,0.7900,0.0200
15829,195,21.6929,18.2355,nan,0.3443,0.0154,0.0975,0.4667,0.3196
15830,186,12.5823,5.7542,1.2453,nan,0.1075,0.2530,0.6667,0.1075
15831,195,20.8491,13.7672,0.3306,0.4514,0.0192,0.1036,0.6000,0.0103
15832,200,23.3045,15.0740,0.1681,0.4245,0.0125,0.0853,0.5800,0.0000
15833,200,16.5204,7.5482,0.2797,0.2656,0.0462,0.1697,0.6050,0.0100
15834,191,17.8034,9.2864,0.5466,0.4228,0.0432,0.1681,0.7487,0.0000
15835,194,23.4897,11.4005,0.3266,0.7077,0.0193,0.1055,0.6392,0.0619
